Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CASAGRANDE
,Departamento:LA,LIBERTAD,Provincia:ASCOPE,Distrito:CASAGRANDE
,Latitud:7°45'1.11'',Longitud:79°11'19.3'',Altitud:142,msnm.
,Tipo:EMA,-Meteorológica,Código:472D30C8
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/01/01,00:00,22.0,0.0,82,267,0.0
2024/01/01,01:00,21.5,0.0,85,284,0.0
2024/01/01,02:00,21.0,0.0,87,294,0.0
2024/01/01,03:00,20.6,0.0,90,293,0.0
2024/01/01,04:00,20.1,0.0,92,263,0.0
2024/01/01,05:00,19.9,0.0,93,270,0.0
2024/01/01,06:00,20.3,0.0,92,287,0.0
2024/01/01,07:00,20.5,0.0,92,276,0.0
2024/01/01,08:00,21.6,0.0,87,180,0.0
2024/01/01,09:00,23.6,0.0,77,183,0.4
2024/01/01,10:00,25.4,0.0,70,218,0.7
2024/01/01,11:00,25.9,0.0,67,220,1.6
2024/01/01,12:00,27.1,0.0,62,227,2.9
2024/01/01,13:00,27.6,0.0,60,223,2.8
2024/01/01,14:00,28.0,0.0,58,207,2.8
2024/01/01,15:00,27.9,0.0,58,213,2.4
2024/01/01,16:00,27.5,0.0,58,208,1.8
2024/01/01,17:00,26.2,0.0,62,198,1.6
2024/01/01,18:00,25.4,0.0,64,190,2.5
2024/01/01,19:00,23.9,0.0,68,193,0.7
2024/01/01,20:00,22.9,0.0,73,229,0.0
2024/01/01,21:00,22.2,0.0,78,233,0.0
2024/01/01,22:00,21.8,0.0,81,261,0.0
2024/01/01,23:00,21.4,0.0,82,265,0.0
2024/01/02,00:00,21.1,0.0,83,275,0.0
2024/01/02,01:00,20.5,0.0,85,305,0.0
2024/01/02,02:00,20.0,0.0,89,306,0.0
2024/01/02,03:00,20.0,0.0,90,300,0.0
2024/01/02,04:00,19.8,0.0,90,265,0.0
2024/01/02,05:00,19.8,0.0,91,284,0.0
2024/01/02,06:00,20.3,0.0,89,325,0.0
2024/01/02,07:00,20.5,0.0,90,283,0.0
2024/01/02,08:00,21.0,0.0,88,216,0.0
2024/01/02,09:00,22.9,0.0,79,80,0.0
2024/01/02,10:00,25.2,0.0,70,166,0.4
2024/01/02,11:00,25.8,0.0,68,220,1.8
2024/01/02,12:00,26.8,0.0,65,204,1.8
2024/01/02,13:00,26.8,0.0,64,228,1.8
2024/01/02,14:00,26.6,0.0,63,209,1.9
2024/01/02,15:00,27.4,0.0,62,227,2.9
2024/01/02,16:00,26.9,0.0,62,216,1.5
2024/01/02,17:00,25.5,0.0,67,210,1.7
2024/01/02,18:00,24.8,0.0,69,212,0.7
2024/01/02,19:00,23.4,0.0,73,212,0.2
2024/01/02,20:00,22.6,0.0,76,194,0.4
2024/01/02,21:00,22.3,S/D,80,234,0.1
2024/01/02,22:00,S/D,S/D,S/D,S/D,S/D
2024/01/02,23:00,22.1,0.0,83,215,0.0
2024/01/03,00:00,21.9,0.0,82,171,1.3
2024/01/03,01:00,22.0,0.0,81,178,1.1
2024/01/03,02:00,22.0,0.0,81,264,0.0
2024/01/03,03:00,21.9,0.0,82,180,0.1
2024/01/03,04:00,21.8,0.0,83,199,0.0
2024/01/03,05:00,21.6,0.0,83,320,0.0
2024/01/03,06:00,21.3,0.0,85,289,0.0
2024/01/03,07:00,21.5,0.0,84,277,0.0
2024/01/03,08:00,23.4,0.0,75,159,1.4
2024/01/03,09:00,25.2,0.0,67,201,0.6
2024/01/03,10:00,26.1,0.0,64,238,1.2
2024/01/03,11:00,26.8,0.0,62,236,1.0
2024/01/03,12:00,27.8,0.0,59,210,0.6
2024/01/03,13:00,28.6,0.0,57,207,1.8
2024/01/03,14:00,28.3,0.0,57,211,2.7
2024/01/03,15:00,28.1,0.0,57,228,2.3
2024/01/03,16:00,27.6,0.0,59,214,1.7
2024/01/03,17:00,25.7,0.0,64,217,1.5
2024/01/03,18:00,24.2,0.0,70,222,0.9
2024/01/03,19:00,23.5,0.0,74,227,0.2
2024/01/03,20:00,22.8,0.0,77,245,0.1
2024/01/03,21:00,22.4,0.0,80,268,0.0
2024/01/03,22:00,21.8,0.0,83,275,0.0
2024/01/03,23:00,21.3,0.0,82,295,0.0
2024/01/04,00:00,21.1,0.0,83,302,0.0
2024/01/04,01:00,21.1,0.0,84,318,0.0
2024/01/04,02:00,21.2,0.0,84,303,0.0
2024/01/04,03:00,21.0,0.0,86,253,0.0
2024/01/04,04:00,20.7,0.0,87,270,0.0
2024/01/04,05:00,20.4,0.0,88,280,0.0
2024/01/04,06:00,20.3,0.0,89,260,0.0
2024/01/04,07:00,20.3,0.0,89,241,0.0
2024/01/04,08:00,22.1,0.0,81,185,0.0
2024/01/04,09:00,23.7,0.0,74,238,0.5
2024/01/04,10:00,25.4,0.0,67,221,1.2
2024/01/04,11:00,26.6,0.0,61,232,1.8
2024/01/04,12:00,27.5,0.0,58,226,2.4
2024/01/04,13:00,27.8,0.0,57,223,1.4
2024/01/04,14:00,26.8,0.0,60,211,1.7
2024/01/04,15:00,27.1,0.0,59,217,2.0
2024/01/04,16:00,27.5,0.0,58,202,1.4
2024/01/04,17:00,26.6,0.0,61,214,0.9
2024/01/04,18:00,25.4,0.0,67,230,0.9
2024/01/04,19:00,23.7,0.0,74,191,0.1
2024/01/04,20:00,22.7,0.0,78,244,0.0
2024/01/04,21:00,22.1,0.0,82,302,0.0
2024/01/04,22:00,21.7,0.0,85,276,0.0
2024/01/04,23:00,21.3,0.0,86,317,0.0
2024/01/05,00:00,20.8,0.0,88,158,0.0
2024/01/05,01:00,20.0,0.0,91,61,0.0
2024/01/05,02:00,20.1,0.0,90,270,0.0
2024/01/05,03:00,19.9,0.0,92,305,0.0
2024/01/05,04:00,20.1,0.0,92,280,0.0
2024/01/05,05:00,19.5,0.0,93,158,0.0
2024/01/05,06:00,19.3,0.0,94,265,0.0
2024/01/05,07:00,19.3,0.0,94,252,0.0
2024/01/05,08:00,20.9,0.0,91,275,0.0
2024/01/05,09:00,23.2,0.0,80,235,0.0
2024/01/05,10:00,25.0,0.0,71,238,0.9
2024/01/05,11:00,26.4,0.0,65,231,1.0
2024/01/05,12:00,28.0,0.0,59,222,2.0
2024/01/05,13:00,29.1,0.0,54,199,2.0
2024/01/05,14:00,29.2,0.0,54,200,2.8
2024/01/05,15:00,28.6,0.0,56,216,3.1
2024/01/05,16:00,27.2,0.0,59,213,2.3
2024/01/05,17:00,26.3,0.0,62,202,1.5
2024/01/05,18:00,25.4,0.0,66,196,1.1
2024/01/05,19:00,23.6,0.0,74,188,1.0
2024/01/05,20:00,22.7,0.0,78,238,0.1
2024/01/05,21:00,22.0,0.0,81,286,0.0
2024/01/05,22:00,21.7,0.0,82,249,0.0
2024/01/05,23:00,21.4,0.0,84,265,0.0
2024/01/06,00:00,21.1,0.0,86,195,0.0
2024/01/06,01:00,20.7,0.0,89,248,0.0
2024/01/06,02:00,20.3,0.0,90,309,0.0
2024/01/06,03:00,19.9,0.0,92,266,0.0
2024/01/06,04:00,19.4,0.0,93,278,0.0
2024/01/06,05:00,19.4,0.0,94,261,0.0
2024/01/06,06:00,18.8,0.0,95,286,0.0
2024/01/06,07:00,19.5,0.0,94,332,0.0
2024/01/06,08:00,21.4,0.0,87,133,0.0
2024/01/06,09:00,23.9,0.0,74,223,0.0
2024/01/06,10:00,25.2,0.0,70,202,0.8
2024/01/06,11:00,27.4,0.0,60,198,1.8
2024/01/06,12:00,28.2,0.0,56,182,2.6
2024/01/06,13:00,28.4,0.0,55,216,3.1
2024/01/06,14:00,28.4,0.0,55,213,2.2
2024/01/06,15:00,28.2,0.0,56,225,3.3
2024/01/06,16:00,27.6,0.0,59,226,2.5
2024/01/06,17:00,27.1,0.0,62,200,1.7
2024/01/06,18:00,26.2,0.0,64,206,1.0
2024/01/06,19:00,24.4,0.0,71,226,0.3
2024/01/06,20:00,23.4,0.0,75,227,0.0
2024/01/06,21:00,22.5,0.0,79,286,0.0
2024/01/06,22:00,22.2,0.0,80,258,0.0
2024/01/06,23:00,21.8,0.0,82,303,0.0
2024/01/07,00:00,21.6,0.0,81,300,0.0
2024/01/07,01:00,21.9,0.0,80,261,0.1
