Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:QUIRUVILCA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:QUIRUVILCA
,Latitud:8°0'15.07'',Longitud:78°18'28.43'',Altitud:4047,msnm.
,Tipo:EMA,-Meteorológica,Código:4727319A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/01,00:00,3.2,0.0,97,181,0.8
2023/01/01,01:00,3.1,0.0,97,174,1.0
2023/01/01,02:00,3.0,0.0,96,155,0.6
2023/01/01,03:00,3.2,0.0,93,160,0.9
2023/01/01,04:00,3.3,0.0,93,165,1.1
2023/01/01,05:00,3.3,0.0,93,164,1.2
2023/01/01,06:00,3.3,0.0,92,152,0.9
2023/01/01,07:00,3.4,0.0,91,177,0.4
2023/01/01,08:00,3.8,0.0,92,151,0.7
2023/01/01,09:00,4.6,0.0,88,144,0.7
2023/01/01,10:00,5.6,0.0,86,180,1.1
2023/01/01,11:00,6.8,0.0,86,248,1.3
2023/01/01,12:00,6.1,0.0,82,264,1.9
2023/01/01,13:00,7.0,0.0,74,225,0.7
2023/01/01,14:00,7.7,0.0,71,197,1.2
2023/01/01,15:00,9.5,0.0,66,205,1.7
2023/01/01,16:00,8.4,0.0,69,196,1.9
2023/01/01,17:00,6.2,0.0,82,190,1.6
2023/01/01,18:00,4.5,0.0,92,169,1.4
2023/01/01,19:00,3.8,0.0,93,174,1.4
2023/01/01,20:00,3.6,0.0,89,209,0.8
2023/01/01,21:00,3.6,0.0,93,157,1.4
2023/01/01,22:00,2.8,0.0,91,144,1.7
2023/01/01,23:00,2.4,0.0,92,139,1.6
2023/01/02,00:00,1.8,0.0,82,124,1.6
2023/01/02,01:00,1.9,0.0,84,120,1.6
