Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:QUIRUVILCA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:QUIRUVILCA
,Latitud:8°0'15.07'',Longitud:78°18'28.43'',Altitud:4047,msnm.
,Tipo:EMA,-Meteorológica,Código:4727319A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/01/01,00:00,5.1,0.0,100,138,0.0
2024/01/01,01:00,5.3,0.0,100,202,0.0
2024/01/01,02:00,5.3,0.0,100,270,0.0
2024/01/01,03:00,5.1,0.0,100,269,0.0
2024/01/01,04:00,5.0,0.0,100,270,0.0
2024/01/01,05:00,4.9,0.0,100,247,0.0
2024/01/01,06:00,4.8,0.0,100,270,0.0
2024/01/01,07:00,5.0,0.0,100,323,0.2
2024/01/01,08:00,5.7,0.0,100,268,0.0
2024/01/01,09:00,7.3,0.0,96,192,0.0
2024/01/01,10:00,10.9,0.0,63,129,0.5
2024/01/01,11:00,9.4,5.2,98,329,1.4
2024/01/01,12:00,8.6,0.7,90,295,0.8
2024/01/01,13:00,10.2,0.0,87,293,1.4
2024/01/01,14:00,11.4,0.0,71,326,2.9
2024/01/01,15:00,12.0,0.0,77,308,2.5
2024/01/01,16:00,10.0,0.0,83,321,3.0
2024/01/01,17:00,8.6,0.0,100,288,1.4
2024/01/01,18:00,7.4,0.3,100,274,1.8
2024/01/01,19:00,6.6,0.2,100,227,0.2
2024/01/01,20:00,6.1,0.2,100,262,0.8
2024/01/01,21:00,5.5,0.1,100,274,0.9
2024/01/01,22:00,5.1,0.1,100,206,0.1
2024/01/01,23:00,5.2,0.0,100,249,0.0
2024/01/02,00:00,5.2,0.0,100,270,0.0
2024/01/02,01:00,5.4,0.0,100,270,0.0
2024/01/02,02:00,5.4,0.0,100,270,0.0
2024/01/02,03:00,5.0,0.0,100,107,0.0
2024/01/02,04:00,4.8,0.0,100,133,0.0
2024/01/02,05:00,4.4,0.0,100,108,0.6
2024/01/02,06:00,4.1,0.0,100,89,0.5
2024/01/02,07:00,4.9,0.0,94,66,0.0
2024/01/02,08:00,6.8,0.0,81,8,0.4
2024/01/02,09:00,8.5,0.0,68,24,1.0
